avgR,avgG,avgB,varR,varG,varB,label
1.365766e+02,1.362892e+02,9.874213e+01,6.303488e+01,6.213233e+01,6.936866e+01,1
9.766162e+01,1.009058e+02,9.047174e+01,7.233791e+01,7.337801e+01,8.147030e+01,1
1.015958e+02,1.052285e+02,6.131386e+01,3.866683e+01,3.573611e+01,3.215473e+01,1
1.400330e+02,1.385302e+02,9.706351e+01,3.868007e+01,3.611529e+01,4.828376e+01,1
9.984229e+01,9.948994e+01,6.579861e+01,3.538172e+01,3.406238e+01,2.792860e+01,1
1.199224e+02,1.175271e+02,8.666946e+01,3.588174e+01,3.370085e+01,3.296766e+01,1
1.330585e+02,1.328300e+02,9.437610e+01,3.424053e+01,3.042531e+01,2.495305e+01,1
1.133961e+02,1.133582e+02,8.166817e+01,2.581390e+01,2.665348e+01,2.408185e+01,1
1.236495e+02,1.249061e+02,9.205637e+01,2.988579e+01,2.721977e+01,2.318433e+01,1
1.319897e+02,1.276042e+02,8.999510e+01,3.523102e+01,2.753631e+01,1.857059e+01,1
1.020634e+02,1.045188e+02,8.110361e+01,2.741967e+01,2.399536e+01,2.104557e+01,1
7.792825e+01,8.500546e+01,6.069255e+01,2.788977e+01,2.606050e+01,2.648444e+01,1
1.189703e+02,1.198400e+02,1.079215e+02,5.611214e+01,5.540823e+01,6.006373e+01,1
9.914005e+01,1.015564e+02,8.183720e+01,2.627107e+01,2.592996e+01,2.280766e+01,1
1.102920e+02,1.218740e+02,1.117650e+02,2.955167e+01,2.968646e+01,3.081328e+01,1
1.394510e+02,1.372729e+02,1.458445e+02,4.644376e+01,3.759772e+01,4.934243e+01,1
1.226719e+02,1.253093e+02,1.166768e+02,4.867168e+01,4.880680e+01,4.529533e+01,1
9.835107e+01,1.222585e+02,5.738855e+01,8.457580e+01,7.981501e+01,7.024603e+01,1
1.037536e+02,1.271035e+02,9.114236e+01,3.408561e+01,3.541235e+01,2.527917e+01,1
4.757574e+01,6.592863e+01,9.271500e+01,3.887787e+01,4.136821e+01,4.753881e+01,1
9.751250e+01,1.120358e+02,1.246768e+02,7.964035e+01,7.176529e+01,7.340011e+01,1
9.470256e+01,1.004010e+02,6.529857e+01,8.218823e+01,7.954062e+01,5.974157e+01,1
8.987122e+01,1.036734e+02,7.946530e+01,6.525945e+01,6.253500e+01,5.522380e+01,1
1.070860e+02,1.215379e+02,7.983817e+01,6.848085e+01,6.681169e+01,6.183151e+01,1
1.156629e+02,1.375084e+02,1.071564e+02,6.275372e+01,6.813949e+01,9.060626e+01,1
1.060736e+02,1.257939e+02,5.156964e+01,7.787035e+01,7.695928e+01,6.183463e+01,1
1.005479e+02,1.184586e+02,8.792055e+01,8.347661e+01,8.008055e+01,7.661880e+01,1
1.119332e+02,1.312775e+02,1.422069e+02,7.571621e+01,7.462139e+01,8.435301e+01,1
7.756458e+01,1.045362e+02,1.198284e+02,4.940197e+01,6.525192e+01,9.987208e+01,1
1.129977e+02,1.257914e+02,1.185390e+02,6.805119e+01,7.301531e+01,6.744572e+01,1
9.029347e+01,1.048151e+02,7.800682e+01,6.568438e+01,6.487778e+01,5.633628e+01,1
8.718448e+01,1.314858e+02,6.703806e+01,4.860146e+01,5.131071e+01,4.181157e+01,1
1.220176e+02,1.324304e+02,5.989813e+01,5.751962e+01,3.993816e+01,3.318787e+01,1
7.763840e+01,8.145346e+01,5.588431e+01,6.246017e+01,5.921595e+01,4.692467e+01,1
6.894221e+01,8.434163e+01,5.325247e+01,6.156044e+01,5.951841e+01,4.827196e+01,1
1.016501e+02,1.349132e+02,1.173197e+02,5.428921e+01,6.133802e+01,6.707537e+01,1
7.919511e+01,9.676796e+01,7.928708e+01,4.176728e+01,4.154213e+01,4.525005e+01,1
7.609798e+01,1.095128e+02,1.071633e+02,6.327149e+01,6.574629e+01,6.640450e+01,1
4.292848e+01,3.925217e+01,2.780313e+01,5.337369e+01,5.126298e+01,4.399850e+01,1
9.032779e+01,1.238305e+02,8.218842e+01,5.040804e+01,6.385742e+01,4.892634e+01,1
1.011798e+02,1.212921e+02,9.648795e+01,6.219313e+01,6.104945e+01,5.553652e+01,1
9.636220e+01,1.107905e+02,9.972073e+01,6.400518e+01,6.550700e+01,5.690538e+01,1
1.139759e+02,9.896922e+01,3.874501e+01,5.441432e+01,5.504206e+01,2.929235e+01,1
8.359267e+01,1.405335e+02,9.826372e+01,4.684709e+01,5.921735e+01,5.542653e+01,1
1.148730e+02,1.378098e+02,5.611757e+01,6.727576e+01,6.813286e+01,3.187881e+01,1
1.056938e+02,1.180130e+02,7.259167e+01,5.903393e+01,5.620644e+01,4.707426e+01,1
1.362045e+02,1.045679e+02,3.246410e+01,7.163813e+01,6.174928e+01,4.116712e+01,1
1.071077e+02,1.317505e+02,1.125499e+02,6.429394e+01,6.557113e+01,7.307323e+01,1
8.380479e+01,1.032233e+02,5.938107e+01,7.694471e+01,7.405154e+01,6.871933e+01,1
8.872708e+01,1.057684e+02,7.669209e+01,5.233525e+01,5.210315e+01,4.782811e+01,1
1.398801e+02,1.273717e+02,5.420450e+01,5.861374e+01,4.835642e+01,3.665512e+01,1
9.812744e+01,9.907132e+01,8.927243e+01,6.620723e+01,5.249475e+01,4.742530e+01,1
1.130085e+02,1.011155e+02,5.629904e+01,7.385342e+01,6.244077e+01,4.394389e+01,1
9.312057e+01,1.031469e+02,7.988104e+01,5.672017e+01,5.509775e+01,5.003620e+01,1
1.118656e+02,1.178383e+02,1.356960e+02,5.623254e+01,5.441209e+01,5.068658e+01,1
8.335040e+01,9.227954e+01,8.217729e+01,6.053850e+01,7.018672e+01,8.818708e+01,1
1.346936e+02,1.122294e+02,7.956964e+01,9.774343e+01,1.038576e+02,7.202310e+01,1
7.980389e+01,1.091933e+02,9.250017e+01,4.382499e+01,4.295737e+01,7.421128e+01,1
1.000134e+02,6.808394e+01,2.877629e+01,6.335184e+01,5.884349e+01,5.311252e+01,1
6.266121e+01,5.683533e+01,4.462433e+01,7.187765e+01,6.959282e+01,6.663971e+01,1
1.076294e+02,1.195960e+02,1.526761e+02,5.387507e+01,5.411168e+01,5.972884e+01,1
1.055304e+02,1.152575e+02,1.020941e+02,7.423433e+01,7.570400e+01,9.023961e+01,1
4.711597e+01,5.989963e+01,3.187776e+01,4.404614e+01,4.645194e+01,4.668257e+01,1
9.521838e+01,8.618362e+01,3.357512e+01,7.942037e+01,6.851890e+01,4.679307e+01,1
9.636015e+01,9.435240e+01,4.962068e+01,6.024991e+01,5.825563e+01,5.185026e+01,1
8.420572e+01,9.151181e+01,8.552750e+01,7.484529e+01,7.340473e+01,7.703086e+01,1
9.495209e+01,1.025468e+02,8.598195e+01,6.286271e+01,6.413797e+01,9.043371e+01,1
1.611138e+02,1.285001e+02,9.230621e+01,6.403541e+01,6.328354e+01,6.516042e+01,1
7.595003e+01,9.518430e+01,7.974033e+01,3.447202e+01,4.350046e+01,4.018998e+01,1
9.584264e+01,1.030527e+02,9.037833e+01,5.326169e+01,4.985799e+01,5.704640e+01,1
9.483566e+01,1.015959e+02,8.671382e+01,5.808653e+01,6.161926e+01,6.665075e+01,1
1.009686e+02,8.996664e+01,4.072147e+01,6.101437e+01,5.221498e+01,3.446605e+01,1
6.747130e+01,8.560092e+01,3.762735e+01,3.996912e+01,4.648828e+01,3.023528e+01,1
6.396501e+01,6.735722e+01,3.511812e+01,4.106136e+01,4.571980e+01,3.000663e+01,1
7.472131e+01,8.076108e+01,4.954942e+01,5.243972e+01,5.343174e+01,3.941082e+01,1
1.076850e+02,1.225705e+02,9.037241e+01,4.061798e+01,4.203069e+01,3.941252e+01,1
8.279485e+01,8.341904e+01,7.396651e+01,4.941620e+01,4.886299e+01,5.240459e+01,1
9.694099e+01,9.380969e+01,8.783452e+01,7.384967e+01,6.661356e+01,6.319161e+01,1
1.103635e+02,1.167029e+02,6.767108e+01,8.240433e+01,7.303277e+01,7.618055e+01,1
1.179460e+02,8.322719e+01,5.539618e+01,6.137782e+01,7.504319e+01,6.958266e+01,1
1.300114e+02,9.475333e+01,6.731548e+01,6.462437e+01,8.019990e+01,7.478576e+01,1
8.358527e+01,1.065245e+02,7.360597e+01,6.340386e+01,7.350451e+01,5.131395e+01,1
9.087526e+01,1.100004e+02,1.460194e+02,5.904211e+01,5.347973e+01,6.018290e+01,1
8.006770e+01,7.174083e+01,5.616339e+01,7.356751e+01,7.334613e+01,7.223211e+01,1
8.648677e+01,6.268442e+01,2.797118e+01,4.858455e+01,4.442137e+01,4.174466e+01,1
1.037601e+02,1.165419e+02,9.417328e+01,7.886018e+01,7.899201e+01,8.156492e+01,1
1.157868e+02,1.458144e+02,1.100758e+02,5.679577e+01,5.816551e+01,8.375302e+01,1
8.340834e+01,9.204840e+01,8.065067e+01,5.905613e+01,6.847241e+01,8.657245e+01,1
9.318825e+01,1.031007e+02,1.162344e+02,6.382877e+01,6.747921e+01,7.114447e+01,1
9.399411e+01,1.016070e+02,1.163120e+02,7.947663e+01,6.693283e+01,5.875191e+01,1
1.185470e+02,1.218410e+02,1.217140e+02,9.832352e+01,1.006938e+02,1.035072e+02,1
8.549689e+01,9.412276e+01,8.682355e+01,7.297824e+01,7.708761e+01,8.949255e+01,1
1.009364e+02,9.944353e+01,9.057741e+01,5.488207e+01,4.094565e+01,3.747218e+01,1
9.107324e+01,1.031934e+02,8.198802e+01,4.169104e+01,4.155722e+01,3.814139e+01,1
8.597118e+01,9.718481e+01,7.937080e+01,6.401306e+01,6.902244e+01,6.410431e+01,1
1.103345e+02,1.307562e+02,1.170360e+02,5.189057e+01,5.282859e+01,5.822194e+01,1
9.344435e+01,1.079657e+02,7.737682e+01,6.812900e+01,6.707940e+01,5.857788e+01,1
9.239630e+01,1.167532e+02,1.270731e+02,5.695420e+01,6.519632e+01,5.844902e+01,1
9.216974e+01,1.021848e+02,9.290056e+01,5.393783e+01,5.858432e+01,6.257677e+01,1
8.966946e+01,1.023829e+02,1.026177e+02,6.127358e+01,6.040863e+01,5.749815e+01,1
8.949265e+01,1.031754e+02,1.049188e+02,6.606876e+01,7.023644e+01,6.371077e+01,1
7.450455e+01,8.920811e+01,6.378218e+01,6.508576e+01,6.208331e+01,5.230976e+01,1
1.169081e+02,1.275385e+02,8.516026e+01,9.074973e+01,8.817650e+01,6.478520e+01,1
8.728357e+01,8.856937e+01,7.723747e+01,5.983111e+01,6.065223e+01,7.622746e+01,1
4.375430e+01,5.230992e+01,4.323642e+01,4.310355e+01,4.264587e+01,4.063686e+01,1
7.620366e+01,8.431738e+01,8.015236e+01,5.736961e+01,5.614487e+01,6.294925e+01,1
7.244794e+01,8.561443e+01,6.045667e+01,4.625626e+01,4.671503e+01,4.776553e+01,1
7.637129e+01,8.670985e+01,6.020206e+01,4.539536e+01,4.538682e+01,4.518461e+01,1
5.212851e+01,6.995033e+01,5.677296e+01,4.962472e+01,4.547085e+01,3.765002e+01,1
4.896928e+01,5.439473e+01,4.873515e+01,5.311934e+01,5.235350e+01,4.952082e+01,1
6.617792e+01,7.299777e+01,5.480914e+01,4.973413e+01,4.656775e+01,4.403445e+01,1
1.490009e+02,1.448114e+02,9.984451e+01,5.537827e+01,4.985282e+01,5.964308e+01,1
4.668292e+01,6.085268e+01,4.577182e+01,5.856353e+01,6.067482e+01,5.313738e+01,1
4.985046e+01,6.628313e+01,5.661301e+01,5.728629e+01,5.665299e+01,5.837599e+01,1
5.198541e+01,6.033994e+01,3.215228e+01,5.631069e+01,5.510343e+01,5.116770e+01,1
3.637978e+01,4.907793e+01,2.219463e+01,3.378267e+01,3.717909e+01,2.479551e+01,1
1.099323e+02,1.287324e+02,1.115985e+02,4.813146e+01,4.702067e+01,8.210945e+01,1
9.391949e+01,1.188802e+02,1.307677e+02,4.847840e+01,4.866923e+01,5.477913e+01,1
5.915140e+01,7.366023e+01,6.857811e+01,7.333218e+01,7.443001e+01,7.958571e+01,1
6.563141e+01,8.443245e+01,9.281599e+01,6.374353e+01,7.514802e+01,9.687070e+01,1
4.980869e+01,7.248874e+01,8.263719e+01,4.677283e+01,5.430875e+01,6.918359e+01,1
1.320834e+02,1.305066e+02,9.913155e+01,6.975536e+01,5.242268e+01,8.999721e+01,1
1.021552e+02,8.800232e+01,5.857031e+01,6.014609e+01,6.073125e+01,7.617149e+01,1
8.910153e+01,6.714462e+01,2.421973e+01,5.836922e+01,5.002634e+01,3.292315e+01,1
1.552881e+02,1.388219e+02,7.640018e+01,6.500832e+01,5.313832e+01,7.936424e+01,1
1.261066e+02,1.000622e+02,3.484570e+01,6.494459e+01,5.584006e+01,3.910101e+01,1
7.875104e+01,9.785338e+01,5.031137e+01,7.018041e+01,7.311910e+01,4.431259e+01,1
1.348182e+02,1.179361e+02,8.778645e+01,7.359296e+01,7.515351e+01,7.473598e+01,1
1.141608e+02,7.904776e+01,5.170163e+01,6.108358e+01,7.452615e+01,6.797780e+01,1
9.880394e+01,1.083091e+02,1.101643e+02,6.177150e+01,6.639269e+01,8.024197e+01,1
1.496714e+02,1.239024e+02,1.198365e+02,4.685388e+01,5.282653e+01,6.625636e+01,1
1.618654e+02,1.451358e+02,1.336993e+02,7.268484e+01,6.709778e+01,6.003082e+01,1
1.127919e+02,1.203403e+02,9.852097e+01,5.185793e+01,5.191862e+01,4.825038e+01,1
6.456772e+01,6.390833e+01,5.373326e+01,6.546059e+01,6.615213e+01,5.908740e+01,1
1.423510e+02,1.140670e+02,8.248109e+01,7.666428e+01,7.258475e+01,8.245510e+01,1
1.023924e+02,9.791658e+01,4.924883e+01,6.696819e+01,6.048700e+01,4.389573e+01,1
1.329909e+02,1.318891e+02,6.936748e+01,8.060661e+01,5.358997e+01,5.692611e+01,1
6.937068e+01,8.610716e+01,3.350053e+01,5.895037e+01,6.257436e+01,4.425151e+01,1
6.602278e+01,9.183867e+01,4.165799e+01,4.623782e+01,4.826717e+01,3.589506e+01,1
7.421341e+01,6.788756e+01,6.720306e+01,4.544027e+01,4.762580e+01,4.916423e+01,1
6.846033e+01,9.317537e+01,4.911255e+01,3.936409e+01,4.440910e+01,4.406445e+01,1
5.860905e+01,7.800519e+01,3.516426e+01,5.636268e+01,5.496579e+01,5.306372e+01,1
8.101338e+01,1.058067e+02,8.337854e+01,7.006189e+01,6.516561e+01,6.903461e+01,1
7.412390e+01,9.574844e+01,4.322052e+01,5.577757e+01,5.098076e+01,5.965777e+01,1
7.161505e+01,7.975244e+01,8.238557e+01,4.994567e+01,4.905115e+01,5.491226e+01,1
8.200116e+01,1.008744e+02,4.790204e+01,5.673505e+01,5.106648e+01,6.399797e+01,1
8.197691e+01,9.091934e+01,6.853595e+01,5.598921e+01,6.248157e+01,7.123182e+01,1
9.436720e+01,8.734212e+01,5.476405e+01,4.274199e+01,4.168770e+01,3.362222e+01,1
1.613374e+02,1.121581e+02,7.859692e+01,5.246195e+01,6.480254e+01,6.911962e+01,1
8.518573e+01,1.082282e+02,4.991769e+01,4.600738e+01,5.298754e+01,3.743349e+01,1
9.534016e+01,1.149857e+02,5.420410e+01,5.549958e+01,6.227156e+01,4.166526e+01,1
1.504867e+02,9.803107e+01,4.209261e+01,5.863781e+01,6.080393e+01,4.965308e+01,1
1.425756e+02,9.819310e+01,8.094519e+01,6.596949e+01,7.371519e+01,7.520227e+01,1
1.500197e+02,1.229636e+02,9.879358e+01,7.788254e+01,8.593196e+01,8.166072e+01,1
8.212010e+01,9.476727e+01,8.337543e+01,5.290286e+01,6.089136e+01,7.998099e+01,1
8.022342e+01,1.135696e+02,3.092052e+01,4.471922e+01,5.448224e+01,2.787884e+01,1
6.436148e+01,7.661494e+01,4.855934e+01,6.067072e+01,6.165689e+01,5.800664e+01,1
7.532596e+01,8.802365e+01,4.355890e+01,5.073907e+01,5.862718e+01,4.448334e+01,1
8.470554e+01,9.862189e+01,4.821043e+01,5.471277e+01,6.081127e+01,4.665295e+01,1
9.730623e+01,7.983803e+01,5.420520e+01,3.212002e+01,2.975620e+01,2.447532e+01,1
8.707222e+01,8.355095e+01,6.610341e+01,5.680772e+01,6.464280e+01,6.417230e+01,1
1.330353e+02,1.178135e+02,8.132727e+01,4.590014e+01,4.502919e+01,4.370383e+01,1
1.252063e+02,1.249458e+02,1.201857e+02,3.367861e+01,3.206911e+01,2.976232e+01,1
1.266474e+02,1.155975e+02,8.938501e+01,4.406213e+01,4.543615e+01,5.554491e+01,1
1.160463e+02,1.064696e+02,6.307141e+01,7.189911e+01,6.898925e+01,5.861392e+01,1
8.967059e+01,1.163186e+02,1.035714e+02,5.253640e+01,6.768260e+01,7.635540e+01,1
1.084221e+02,1.012838e+02,9.788277e+01,4.144509e+01,4.682001e+01,4.465468e+01,1
4.010364e+01,6.115640e+01,6.062711e+01,4.852789e+01,5.693778e+01,5.378662e+01,1
4.767639e+01,5.998813e+01,4.972575e+01,4.418267e+01,4.723895e+01,4.318287e+01,1
6.296822e+01,7.083405e+01,6.914955e+01,6.381794e+01,6.289071e+01,6.186304e+01,1
8.821126e+01,8.771143e+01,8.263278e+01,6.629158e+01,7.775350e+01,8.602775e+01,1
7.260173e+01,6.854886e+01,5.481766e+01,4.803028e+01,4.834952e+01,4.916176e+01,1
6.485632e+01,6.725859e+01,5.452783e+01,3.157680e+01,3.724077e+01,4.896810e+01,1
6.088704e+01,5.116800e+01,3.492256e+01,2.766226e+01,2.758137e+01,2.306080e+01,1
6.381995e+01,6.766046e+01,3.142009e+01,5.597745e+01,5.597168e+01,3.334696e+01,1
8.840292e+01,8.296722e+01,8.345691e+01,6.147565e+01,6.100565e+01,5.432486e+01,1
1.024333e+02,1.050438e+02,9.551587e+01,3.705214e+01,4.051028e+01,2.979916e+01,1
4.664622e+01,7.485135e+01,4.658919e+01,5.262093e+01,5.911279e+01,5.139902e+01,1
9.845627e+01,1.093598e+02,9.158911e+01,7.100229e+01,7.045448e+01,7.249004e+01,1
9.727376e+01,1.048110e+02,7.872829e+01,9.581973e+01,9.554531e+01,8.898948e+01,1
8.933795e+01,1.098639e+02,7.834026e+01,4.325763e+01,4.262837e+01,5.202500e+01,1
6.871196e+01,6.578622e+01,5.645981e+01,6.269187e+01,5.424482e+01,5.780544e+01,1
6.352254e+01,7.017430e+01,6.833112e+01,8.241224e+01,8.240083e+01,8.263895e+01,1
1.144197e+02,1.270908e+02,1.043250e+02,6.568553e+01,6.632466e+01,6.213731e+01,1
1.263751e+02,1.308423e+02,9.853622e+01,5.055175e+01,5.078070e+01,4.975186e+01,1
1.062721e+02,1.208319e+02,9.960136e+01,5.539597e+01,5.542987e+01,5.748079e+01,1
1.159034e+02,1.145442e+02,9.640575e+01,6.070791e+01,5.912191e+01,5.856551e+01,1
9.782481e+01,9.055661e+01,8.557297e+01,5.957669e+01,5.829239e+01,5.792650e+01,1
7.582463e+01,9.216463e+01,1.156526e+02,5.054143e+01,5.889963e+01,7.113170e+01,1
1.189401e+02,1.259789e+02,1.375256e+02,8.167210e+01,8.318203e+01,8.514053e+01,1
1.067733e+02,1.228049e+02,1.505326e+02,4.485769e+01,4.923849e+01,5.788637e+01,1
9.090973e+01,1.086213e+02,1.288314e+02,5.198461e+01,5.984247e+01,6.527915e+01,1
1.002226e+02,1.202633e+02,1.442100e+02,5.225656e+01,5.999270e+01,6.693058e+01,1
1.202139e+02,1.179741e+02,8.647188e+01,7.356908e+01,7.163137e+01,6.664982e+01,1
7.267830e+01,7.151326e+01,5.455525e+01,6.417680e+01,6.343659e+01,5.765115e+01,1
8.085919e+01,8.046815e+01,5.343983e+01,3.768141e+01,4.112573e+01,4.997691e+01,1
6.432224e+01,8.476581e+01,5.728033e+01,5.836018e+01,7.328519e+01,8.093552e+01,1
6.668530e+01,7.859825e+01,7.196011e+01,4.186881e+01,3.967219e+01,4.328876e+01,1
1.293158e+02,1.388362e+02,5.986882e+01,5.630620e+01,6.245018e+01,5.273432e+01,1
8.852336e+01,8.752161e+01,2.865573e+01,7.775595e+01,7.991824e+01,3.992180e+01,1
7.454752e+01,1.092801e+02,1.001513e+02,5.680311e+01,5.822105e+01,7.073850e+01,1
7.052232e+01,8.560188e+01,9.338588e+01,6.138069e+01,6.820170e+01,8.673420e+01,1
9.217339e+01,9.136621e+01,6.439977e+01,3.002103e+01,2.765536e+01,2.501925e+01,1
6.500520e+01,8.335037e+01,4.645570e+01,6.097537e+01,6.581038e+01,5.757643e+01,1
9.929173e+01,1.148084e+02,8.106168e+01,7.807846e+01,7.261571e+01,7.236222e+01,1
9.591875e+01,1.092631e+02,8.339546e+01,7.106779e+01,6.670710e+01,6.376540e+01,1
6.904106e+01,8.042590e+01,8.086746e+01,7.593071e+01,7.597254e+01,7.889345e+01,1
1.135982e+02,1.158098e+02,8.201204e+01,6.908817e+01,4.337875e+01,7.681909e+01,1
1.005719e+02,1.189947e+02,4.686397e+01,7.131099e+01,7.201295e+01,4.827018e+01,1
7.864861e+01,8.750421e+01,3.669543e+01,7.783611e+01,8.043770e+01,5.895704e+01,1
7.043402e+01,7.620795e+01,3.872496e+01,6.539864e+01,6.673020e+01,6.497194e+01,1
1.045406e+02,1.253047e+02,1.401378e+02,4.718733e+01,4.624466e+01,5.442886e+01,1
7.018729e+01,8.676617e+01,9.436627e+01,6.217543e+01,6.332404e+01,7.480364e+01,1
1.070438e+02,9.921971e+01,2.840831e+01,5.770026e+01,4.777884e+01,3.915777e+01,1
8.110469e+01,1.071360e+02,4.938454e+01,6.486349e+01,6.446502e+01,5.235885e+01,1
1.019463e+02,1.229222e+02,1.341202e+02,5.890811e+01,6.132580e+01,6.488977e+01,1
1.257886e+02,9.921964e+01,3.072409e+01,5.852680e+01,3.947806e+01,2.349064e+01,1
6.785663e+01,1.053712e+02,7.564616e+01,3.653491e+01,4.342549e+01,2.507456e+01,1
9.562018e+01,7.149739e+01,4.840962e+01,5.944657e+01,5.101355e+01,4.391730e+01,1
1.386473e+02,1.579297e+02,8.037688e+01,7.473229e+01,7.268663e+01,6.579713e+01,1
5.575732e+01,6.444812e+01,4.343729e+01,5.795826e+01,5.686475e+01,5.707784e+01,1
7.971182e+01,1.071612e+02,6.324504e+01,6.112921e+01,6.537573e+01,5.942069e+01,1
9.084691e+01,1.095809e+02,7.439755e+01,5.636263e+01,5.499181e+01,4.084874e+01,1
7.925186e+01,9.916336e+01,7.234302e+01,4.011989e+01,3.986520e+01,4.404324e+01,1
7.444891e+01,1.073009e+02,7.741455e+01,5.974579e+01,6.591669e+01,5.451688e+01,1
4.583830e+01,9.132352e+01,8.259215e+01,6.477676e+01,6.444142e+01,6.388326e+01,1
7.773599e+01,1.221247e+02,7.679593e+01,5.054430e+01,5.665247e+01,4.110546e+01,1
8.427254e+01,1.143324e+02,7.374666e+01,6.098713e+01,5.659979e+01,6.444768e+01,1
5.971611e+01,1.231706e+02,9.972830e+01,4.874129e+01,6.223491e+01,5.657020e+01,1
7.430035e+01,9.645833e+01,5.277693e+01,5.886115e+01,5.751103e+01,5.955278e+01,1
7.035785e+01,1.067128e+02,8.856126e+01,4.757539e+01,5.433791e+01,4.323801e+01,1
8.549072e+01,1.149659e+02,6.745038e+01,3.592968e+01,4.319370e+01,2.958790e+01,1
6.240712e+01,1.035468e+02,4.433876e+01,4.641615e+01,5.160035e+01,3.878912e+01,1
5.975148e+01,9.845065e+01,5.533028e+01,5.597142e+01,6.982261e+01,4.409338e+01,1
8.476701e+01,1.029420e+02,7.848000e+01,7.461131e+01,7.155303e+01,7.397067e+01,1
1.385201e+02,1.259204e+02,9.973042e+01,7.451599e+01,6.966702e+01,6.786283e+01,1
1.144428e+02,9.230020e+01,2.631322e+01,6.961805e+01,6.036751e+01,3.323543e+01,1
1.698808e+02,1.557952e+02,1.096687e+02,6.542333e+01,6.771477e+01,5.969915e+01,1
4.816666e+01,5.332033e+01,4.660301e+01,5.533242e+01,4.917212e+01,5.247388e+01,1
1.267506e+02,1.373499e+02,1.555560e+02,5.596532e+01,4.712125e+01,6.078915e+01,2
8.342653e+01,9.585513e+01,1.414641e+02,8.027165e+01,6.164075e+01,3.354396e+01,2
1.212054e+02,1.231640e+02,1.289039e+02,5.603495e+01,5.005965e+01,7.174892e+01,2
1.081512e+02,1.266436e+02,1.664035e+02,4.544048e+01,4.791802e+01,5.606378e+01,2
9.401694e+01,1.222942e+02,1.622934e+02,8.568352e+01,5.217268e+01,5.000676e+01,2
1.300973e+02,1.205124e+02,1.089108e+02,7.855813e+01,7.345550e+01,6.927025e+01,2
1.101537e+02,1.251155e+02,1.168759e+02,4.747880e+01,4.892955e+01,5.371869e+01,2
1.244039e+02,1.480678e+02,1.528153e+02,3.108414e+01,3.324756e+01,3.917388e+01,2
1.017345e+02,1.304785e+02,1.437624e+02,3.423577e+01,4.263561e+01,5.542645e+01,2
9.177040e+01,1.250456e+02,1.345075e+02,5.082859e+01,6.243830e+01,7.717521e+01,2
1.293565e+02,1.427504e+02,1.363923e+02,3.377698e+01,3.446962e+01,4.118801e+01,2
1.155061e+02,1.186875e+02,1.313020e+02,5.881347e+01,5.827727e+01,6.534528e+01,2
1.343263e+02,1.368346e+02,1.477507e+02,5.280676e+01,5.195106e+01,6.015763e+01,2
9.774422e+01,8.849126e+01,5.496489e+01,4.791499e+01,4.121383e+01,3.327490e+01,2
1.493026e+02,9.801173e+01,6.773865e+01,6.376766e+01,4.753959e+01,2.784483e+01,2
1.103706e+02,9.049561e+01,4.231119e+01,6.410361e+01,5.122481e+01,2.930158e+01,2
8.664392e+01,8.472762e+01,7.109184e+01,4.775919e+01,4.207292e+01,4.162988e+01,2
9.351794e+01,1.044204e+02,1.170862e+02,4.921020e+01,4.648690e+01,7.168713e+01,2
8.035188e+01,8.981612e+01,9.258528e+01,3.348495e+01,2.172550e+01,3.088710e+01,2
1.614225e+02,1.000321e+02,1.164514e+02,8.094308e+01,4.592716e+01,6.945967e+01,2
1.572200e+02,1.651028e+02,1.706934e+02,7.468954e+01,7.464250e+01,7.712532e+01,2
1.212466e+02,1.256031e+02,1.296258e+02,8.199057e+01,8.227545e+01,8.806987e+01,2
7.389188e+01,9.437364e+01,8.142325e+01,4.888231e+01,4.470741e+01,3.775853e+01,2
7.578787e+01,5.365195e+01,5.735770e+01,4.042914e+01,3.625721e+01,2.772561e+01,2
1.114681e+02,1.053509e+02,9.208937e+01,3.769357e+01,3.699034e+01,3.473345e+01,2
1.171103e+02,1.223215e+02,1.184414e+02,4.825257e+01,4.109515e+01,3.760179e+01,2
9.385677e+01,7.214667e+01,7.074512e+01,5.122383e+01,4.825063e+01,3.565925e+01,2
9.027443e+01,7.533167e+01,8.409921e+01,4.474914e+01,4.348418e+01,3.746339e+01,2
1.295313e+02,1.048542e+02,7.574928e+01,7.369384e+01,6.146784e+01,4.882599e+01,2
1.101607e+02,9.806500e+01,1.044938e+02,4.433918e+01,4.210034e+01,3.742857e+01,2
1.098900e+02,1.412558e+02,1.331368e+02,6.315249e+01,5.878207e+01,6.411619e+01,2
1.278364e+02,1.227911e+02,1.040589e+02,7.473250e+01,6.971971e+01,6.360069e+01,2
1.103051e+02,1.301539e+02,1.319823e+02,4.900540e+01,6.249235e+01,6.774111e+01,2
9.093539e+01,1.073369e+02,1.078794e+02,5.275282e+01,6.625712e+01,8.604738e+01,2
1.425812e+02,1.324839e+02,1.150852e+02,6.904424e+01,7.288524e+01,7.141212e+01,2
1.239547e+02,1.305145e+02,1.501635e+02,5.798738e+01,5.889604e+01,7.652811e+01,2
9.226183e+01,1.155117e+02,1.200851e+02,5.471562e+01,5.265456e+01,6.216854e+01,2
1.092542e+02,1.335548e+02,1.518900e+02,2.897925e+01,3.748089e+01,5.387027e+01,2
1.094281e+02,1.371325e+02,1.509825e+02,3.062561e+01,4.043283e+01,5.624043e+01,2
1.048763e+02,1.326601e+02,1.489857e+02,3.272600e+01,3.757905e+01,5.135556e+01,2
