avgR,avgG,avgB,varR,varG,varB,label
1.107174e+02,8.286771e+01,5.783141e+01,7.314367e+01,6.228808e+01,4.722921e+01,0
5.724068e+01,1.015777e+02,1.433092e+02,6.201728e+01,7.232337e+01,8.415793e+01,0
7.253529e+01,9.157980e+01,1.354870e+02,6.618546e+01,6.976594e+01,7.443100e+01,0
1.249182e+02,3.126440e+01,2.083141e+01,7.240511e+01,4.983316e+01,1.808426e+01,0
1.103346e+02,1.243600e+02,1.678203e+02,4.796289e+01,4.175329e+01,3.982940e+01,0
1.543987e+02,1.653922e+02,1.915622e+02,5.517751e+01,4.597982e+01,4.713785e+01,0
1.192844e+02,1.702075e+02,1.802914e+02,6.116719e+01,5.168602e+01,5.132014e+01,0
6.743584e+01,4.288170e+01,5.972099e+01,4.059386e+01,3.057544e+01,2.550644e+01,0
8.831866e+01,8.492065e+01,1.141965e+02,2.810249e+01,1.160873e+01,1.436559e+01,0
9.401642e+01,3.832756e+01,3.827292e+01,6.862936e+01,4.426389e+01,2.323208e+01,0
8.582202e+01,8.904047e+01,8.953275e+01,6.125161e+01,6.171774e+01,6.246213e+01,0
7.397499e+01,1.480403e+02,1.848439e+02,6.758512e+01,4.557174e+01,4.539742e+01,0
8.935709e+01,1.467602e+02,1.799334e+02,6.622685e+01,4.447671e+01,2.531386e+01,0
1.578902e+02,1.247142e+02,1.081109e+02,8.367810e+01,5.514880e+01,2.664449e+01,0
9.406543e+01,1.093128e+02,1.255276e+02,6.047740e+01,5.384929e+01,5.380456e+01,0
1.379479e+02,1.486650e+02,1.598588e+02,4.484218e+01,4.870767e+01,6.296107e+01,0
1.054588e+02,1.262740e+02,1.955403e+02,5.042457e+01,4.965424e+01,7.094340e+01,0
8.597621e+01,1.082177e+02,1.304980e+02,5.547889e+01,4.778946e+01,6.442202e+01,0
1.511502e+02,1.168173e+02,1.401791e+02,6.316169e+01,4.765324e+01,5.389131e+01,0
8.035982e+01,1.013040e+02,1.470414e+02,9.024711e+01,9.892393e+01,8.270840e+01,0
5.298833e+01,9.479512e+01,1.289254e+02,4.207779e+01,5.693926e+01,5.607418e+01,0
9.548836e+01,5.774747e+01,4.432101e+01,4.624221e+01,2.656821e+01,1.552978e+01,0
8.764178e+01,1.008312e+02,1.266548e+02,6.484078e+01,5.524966e+01,8.519441e+01,0
1.273350e+02,1.281985e+02,1.393577e+02,3.347689e+01,3.565335e+01,4.418105e+01,0
1.383167e+02,1.476278e+02,1.644345e+02,3.609428e+01,3.067942e+01,3.239718e+01,0
1.376514e+02,1.426895e+02,1.557516e+02,3.214936e+01,3.092566e+01,3.099896e+01,0
1.122376e+02,1.149367e+02,1.274103e+02,4.511209e+01,4.563488e+01,4.750942e+01,0
1.456879e+02,1.203631e+02,1.375530e+02,4.398952e+01,4.093160e+01,4.378833e+01,0
1.224064e+02,1.543261e+02,1.793423e+02,6.252352e+01,4.466677e+01,4.998993e+01,0
8.537177e+01,1.375364e+02,1.935909e+02,4.366189e+01,3.735198e+01,5.188131e+01,0
1.195174e+02,1.292046e+02,1.273932e+02,3.240561e+01,2.727998e+01,2.192148e+01,0
1.077386e+02,1.223311e+02,1.738260e+02,3.623721e+01,4.159596e+01,5.259783e+01,0
1.256264e+02,1.498011e+02,1.855242e+02,2.127207e+01,3.147339e+01,5.150952e+01,0
1.600339e+02,6.666182e+01,3.410455e+01,5.199165e+01,2.865550e+01,2.260589e+01,0
1.246062e+02,1.057520e+02,1.069831e+02,6.849898e+01,5.192905e+01,4.628472e+01,0
1.551141e+02,1.696619e+02,1.847566e+02,3.783026e+01,3.723844e+01,4.898876e+01,0
1.714517e+02,1.690079e+02,1.646802e+02,3.135395e+01,2.152635e+01,2.385087e+01,0
1.410246e+02,1.672171e+02,1.724193e+02,6.683909e+01,6.751149e+01,6.844408e+01,0
1.721607e+02,1.974906e+02,2.096609e+02,3.164565e+01,1.847917e+01,1.664791e+01,0
1.500920e+02,1.133404e+02,7.856740e+01,7.796630e+01,7.165065e+01,4.755111e+01,0
1.544403e+02,1.284694e+02,1.462374e+02,4.605948e+01,4.380879e+01,4.639489e+01,0
8.250909e+01,9.525471e+01,1.237474e+02,5.765874e+01,5.305163e+01,4.975669e+01,0
7.227567e+01,6.590979e+01,6.152020e+01,4.821105e+01,4.425221e+01,4.206283e+01,0
1.102867e+02,1.168929e+02,1.400475e+02,4.298331e+01,3.810765e+01,3.630462e+01,0
8.599654e+01,8.990987e+01,1.052129e+02,3.651401e+01,3.638582e+01,4.650540e+01,0
1.096446e+02,1.118990e+02,1.266819e+02,1.282930e+01,1.162309e+01,2.346500e+01,0
1.330787e+02,1.371381e+02,1.597126e+02,3.466526e+01,3.381074e+01,4.502322e+01,0
1.062450e+02,1.307127e+02,1.511815e+02,6.786980e+01,6.736997e+01,6.963393e+01,0
8.469661e+01,1.033448e+02,1.147909e+02,5.272856e+01,5.285645e+01,6.513435e+01,0
7.911488e+01,1.025544e+02,1.193884e+02,3.576245e+01,3.275867e+01,5.230092e+01,0
1.007758e+02,1.243253e+02,1.633349e+02,2.757232e+01,3.092725e+01,4.833247e+01,0
1.341062e+02,9.929858e+01,4.348453e+01,7.192272e+01,5.771958e+01,2.607039e+01,0
9.411375e+01,1.099518e+02,1.262139e+02,6.688843e+01,7.071030e+01,8.123513e+01,0
1.440137e+02,1.590551e+02,1.579680e+02,5.796221e+01,6.120550e+01,6.658505e+01,0
1.285848e+02,1.342765e+02,1.339049e+02,6.262762e+01,6.501043e+01,6.727184e+01,0
1.662280e+02,1.735168e+02,1.717411e+02,5.311701e+01,5.156694e+01,4.832942e+01,0
1.492229e+02,1.452975e+02,1.377871e+02,4.612722e+01,4.262466e+01,4.584262e+01,0
1.346075e+02,1.288473e+02,1.254863e+02,6.113407e+01,6.596087e+01,6.120822e+01,0
1.451135e+02,1.355117e+02,1.439450e+02,7.059267e+01,7.274181e+01,6.678330e+01,0
7.982646e+01,4.715877e+01,6.330849e+01,6.271023e+01,3.026680e+01,2.310672e+01,0
4.770619e+01,6.932997e+01,9.465900e+01,4.720014e+01,5.283198e+01,6.760866e+01,0
1.006971e+02,1.047737e+02,1.035521e+02,4.905438e+01,4.087250e+01,3.519198e+01,0
1.708679e+02,1.720672e+02,1.816377e+02,6.563553e+01,5.528803e+01,5.816385e+01,0
1.021128e+02,1.278938e+02,1.429250e+02,9.171644e+01,7.346553e+01,5.918850e+01,0
1.450388e+02,1.471654e+02,1.479626e+02,6.322883e+01,5.560514e+01,5.351715e+01,0
1.495227e+02,1.835239e+02,1.929846e+02,4.328991e+01,3.753932e+01,2.710989e+01,0
1.602626e+02,8.755374e+01,6.285976e+01,7.763254e+01,3.759049e+01,2.907697e+01,0
1.803758e+02,1.643071e+02,1.667359e+02,4.629226e+01,4.715426e+01,5.193480e+01,0
1.540403e+02,1.143592e+02,8.281975e+01,8.769656e+01,7.700651e+01,7.080256e+01,0
1.430996e+02,1.135900e+02,1.056900e+02,8.301796e+01,7.102949e+01,6.263324e+01,0
9.469527e+01,9.078650e+01,6.894466e+01,7.019001e+01,6.559335e+01,5.767622e+01,0
1.210251e+02,1.119565e+02,1.470448e+02,4.783362e+01,4.076409e+01,5.155154e+01,0
1.173817e+02,1.088546e+02,9.816010e+01,5.745135e+01,4.677382e+01,4.892970e+01,0
1.744881e+02,1.882911e+02,2.022593e+02,4.287022e+01,4.067818e+01,4.145334e+01,0
1.228863e+02,1.372858e+02,1.476311e+02,4.317876e+01,4.091503e+01,4.474329e+01,0
2.100119e+02,1.347297e+02,6.567967e+01,4.031696e+01,4.190025e+01,3.237327e+01,0
8.786450e+01,1.302343e+02,1.196219e+02,5.841809e+01,7.259717e+01,8.969225e+01,0
7.592744e+01,1.119938e+02,1.338052e+02,4.447272e+01,4.519057e+01,4.015656e+01,0
2.041447e+02,1.130951e+02,5.367741e+01,6.801455e+01,4.336526e+01,1.388590e+01,0
6.236880e+01,8.414355e+01,1.153604e+02,4.851075e+01,4.737091e+01,5.883093e+01,0
7.879797e+01,1.058318e+02,1.229126e+02,6.085983e+01,5.518108e+01,5.404101e+01,0
1.109163e+02,1.539317e+02,2.053765e+02,5.544610e+01,5.403248e+01,6.366765e+01,0
5.755522e+01,9.221143e+01,1.299732e+02,3.622897e+01,4.138325e+01,8.364360e+01,0
1.505054e+02,8.332628e+01,8.317551e+00,8.456042e+01,5.761488e+01,1.545047e+01,0
1.787264e+02,9.717761e+01,2.507968e+01,7.126578e+01,6.111073e+01,4.257616e+01,0
1.357029e+02,9.848209e+01,3.053873e+01,7.895837e+01,6.301769e+01,2.763722e+01,0
1.346777e+02,6.843770e+01,1.384355e+01,6.156100e+01,4.885999e+01,1.681758e+01,0
1.574238e+02,8.172505e+01,5.461729e+01,6.282696e+01,2.258378e+01,6.044109e+00,0
8.995439e+01,5.199294e+01,2.284734e+01,5.638829e+01,4.105779e+01,1.839600e+01,0
1.199117e+02,1.011357e+02,5.464778e+01,6.922708e+01,5.573958e+01,3.099752e+01,0
1.447011e+02,1.360491e+02,1.046670e+02,8.685086e+01,7.930440e+01,6.444502e+01,0
2.318418e+02,1.865760e+02,7.809274e+01,4.394092e+01,5.939933e+01,3.690375e+01,0
1.361774e+02,1.300833e+02,1.562313e+02,6.293480e+01,5.340601e+01,5.364990e+01,0
1.581530e+02,1.535900e+02,1.549519e+02,8.083397e+01,8.184087e+01,8.102105e+01,0
1.800193e+02,1.235835e+02,8.513556e+01,6.505721e+01,5.057811e+01,3.197173e+01,0
1.467745e+02,1.221761e+02,1.139921e+02,8.096059e+01,6.845143e+01,5.963826e+01,0
1.347938e+02,7.923453e+01,4.479230e+01,9.272766e+01,5.979291e+01,3.434272e+01,0
1.180372e+02,1.064495e+02,9.381575e+01,8.495150e+01,7.301042e+01,6.730804e+01,0
1.390441e+02,1.586216e+02,1.487971e+02,6.362082e+01,6.174133e+01,4.841658e+01,0
6.582210e+01,9.298175e+01,1.357907e+02,3.077513e+01,2.155169e+01,3.028896e+01,0
7.552936e+01,1.735780e+02,2.069080e+02,4.313296e+01,5.210867e+01,4.785317e+01,0
1.382719e+02,1.098640e+02,1.066504e+02,5.891489e+01,4.585646e+01,4.555390e+01,0
1.300252e+02,7.272141e+01,7.048293e+01,6.067843e+01,5.071907e+01,4.046259e+01,0
9.911484e+01,1.571971e+02,1.841036e+02,4.891447e+01,6.365572e+01,6.172645e+01,0
1.457182e+02,1.617003e+02,1.560076e+02,5.978712e+01,6.040060e+01,5.716192e+01,0
1.169061e+02,1.327030e+02,1.643061e+02,4.584669e+01,4.245026e+01,6.043015e+01,0
9.904918e+01,1.005177e+02,1.213310e+02,3.980981e+01,4.326329e+01,6.135141e+01,0
9.296080e+01,1.045712e+02,9.792570e+01,5.242580e+01,5.390716e+01,6.075442e+01,0
1.024445e+02,1.195387e+02,1.390123e+02,4.143049e+01,4.026321e+01,4.392258e+01,0
9.712482e+01,1.142961e+02,1.227190e+02,4.899268e+01,4.679519e+01,6.312874e+01,0
9.859096e+01,1.254334e+02,1.561236e+02,4.929557e+01,4.885009e+01,6.216999e+01,0
1.050971e+02,1.310115e+02,1.616339e+02,5.092335e+01,4.842544e+01,5.651336e+01,0
1.262666e+02,1.425906e+02,1.731480e+02,2.913091e+01,3.559039e+01,5.263136e+01,0
1.176170e+02,1.238939e+02,1.387025e+02,4.309372e+01,4.478900e+01,5.001430e+01,0
7.055547e+01,9.836113e+01,1.176478e+02,5.828597e+01,6.390114e+01,7.739218e+01,0
1.193298e+02,1.367746e+02,1.434856e+02,6.701338e+01,6.756191e+01,7.722999e+01,0
1.397533e+02,1.616563e+02,1.785630e+02,7.445859e+01,6.981259e+01,6.801138e+01,0
7.056819e+01,9.188873e+01,9.888132e+01,6.282464e+01,5.327449e+01,5.553627e+01,0
6.600729e+01,1.101370e+02,1.454431e+02,5.798462e+01,5.572879e+01,6.657706e+01,0
4.164418e+01,6.969072e+01,8.877133e+01,4.946326e+01,5.176083e+01,5.647837e+01,0
6.908450e+01,8.956075e+01,9.258069e+01,5.145295e+01,4.259550e+01,4.652697e+01,0
9.914594e+01,9.806032e+01,8.203601e+01,6.647212e+01,5.755351e+01,6.108523e+01,0
8.553227e+01,1.090569e+02,1.239157e+02,7.037508e+01,6.451086e+01,7.335303e+01,0
3.166882e+01,4.383582e+01,4.816634e+01,5.150512e+01,4.961811e+01,4.992305e+01,0
3.942894e+01,4.987270e+01,5.937402e+01,5.216984e+01,5.026175e+01,5.789798e+01,0
7.267522e+01,1.176295e+02,1.530541e+02,7.560028e+01,6.618285e+01,6.683568e+01,0
4.755624e+01,8.606905e+01,1.157771e+02,5.803934e+01,5.835838e+01,7.184826e+01,0
1.582701e+02,1.551493e+02,1.686105e+02,4.095694e+01,3.725810e+01,3.968219e+01,0
1.335683e+02,1.396862e+02,1.627180e+02,2.473797e+01,3.153041e+01,4.252217e+01,0
1.658458e+02,1.668258e+02,1.767101e+02,6.383556e+01,5.729803e+01,6.035946e+01,0
1.035468e+02,1.277355e+02,1.547316e+02,4.109816e+01,3.755178e+01,4.390479e+01,0
1.447849e+02,1.490954e+02,1.493118e+02,6.399961e+01,5.705170e+01,5.901979e+01,0
1.184907e+02,1.105831e+02,1.010360e+02,6.320582e+01,4.772663e+01,3.902326e+01,0
1.150960e+02,9.425826e+01,8.007664e+01,6.422090e+01,4.562684e+01,3.761953e+01,0
1.135967e+02,9.175543e+01,5.823387e+01,8.298741e+01,6.732386e+01,5.626982e+01,0
1.168210e+02,1.055700e+02,1.189229e+02,5.565297e+01,3.252674e+01,3.076099e+01,0
1.107439e+02,1.300958e+02,1.426183e+02,4.304841e+01,3.389682e+01,3.879169e+01,0
1.063685e+02,1.277052e+02,1.481881e+02,3.664940e+01,3.029004e+01,3.701351e+01,0
1.229833e+02,1.545127e+02,1.795707e+02,5.522798e+01,4.340976e+01,5.195265e+01,0
1.270499e+02,1.238262e+02,1.264491e+02,6.312717e+01,5.739710e+01,5.189064e+01,0
1.115245e+02,9.975229e+01,7.877692e+01,8.168770e+01,6.803074e+01,5.305598e+01,0
1.378771e+02,1.487473e+02,1.662575e+02,2.203640e+01,2.255081e+01,2.606031e+01,0
1.144623e+02,1.249706e+02,1.364521e+02,4.592578e+01,4.880847e+01,5.836580e+01,0
1.128112e+02,1.192188e+02,1.155085e+02,3.330640e+01,4.065426e+01,5.182698e+01,0
1.335651e+02,1.460627e+02,1.549625e+02,3.278536e+01,3.602166e+01,4.272334e+01,0
9.925830e+01,1.276453e+02,1.442450e+02,4.677112e+01,5.188814e+01,5.120839e+01,0
1.692186e+02,1.560216e+02,1.527719e+02,3.697600e+01,2.956508e+01,3.067837e+01,0
1.256380e+02,1.131001e+02,1.096267e+02,4.096480e+01,2.273210e+01,2.785868e+01,0
1.602999e+02,1.517496e+02,1.478893e+02,4.119954e+01,3.568992e+01,4.308773e+01,0
1.448370e+02,1.368183e+02,1.297198e+02,6.047390e+01,5.526973e+01,5.535712e+01,0
1.631556e+02,1.786313e+02,1.895552e+02,5.989635e+01,5.706573e+01,5.727518e+01,0
1.226665e+02,1.365374e+02,1.451453e+02,7.748802e+01,7.983844e+01,8.292940e+01,0
6.362392e+01,1.427357e+02,1.511344e+02,5.522629e+01,3.797291e+01,4.210902e+01,0
1.386288e+02,1.033594e+02,1.149223e+02,9.906200e+01,7.859257e+01,8.583426e+01,0
1.717639e+02,1.001397e+02,1.410862e+02,7.935195e+01,6.463434e+01,6.225287e+01,0
6.754819e+01,8.357384e+01,1.877994e+02,2.756250e+01,2.965066e+01,5.354968e+01,0
1.219422e+02,1.107383e+02,1.016298e+02,7.236836e+01,6.189710e+01,6.095756e+01,0
1.308967e+02,1.380517e+02,1.615359e+02,3.009915e+01,3.914654e+01,4.141813e+01,0
1.113048e+02,1.241375e+02,1.037683e+02,4.883481e+01,4.760309e+01,5.293006e+01,0
1.125121e+02,1.165895e+02,1.097179e+02,5.648205e+01,5.127432e+01,5.575036e+01,0
1.307162e+02,1.118318e+02,5.877457e+01,8.659159e+01,7.644118e+01,4.685140e+01,0
9.466191e+01,9.327493e+01,7.818884e+01,7.420634e+01,6.937184e+01,4.744021e+01,0
9.453389e+01,8.993539e+01,6.944292e+01,7.825032e+01,7.089325e+01,5.441780e+01,0
1.375093e+02,9.486441e+01,6.490120e+01,5.176250e+01,3.338336e+01,2.127350e+01,0
1.343380e+02,9.334486e+01,4.756812e+01,4.950125e+01,2.357681e+01,1.650415e+01,0
1.025154e+02,8.852127e+01,6.616948e+01,8.673184e+01,7.510655e+01,5.098889e+01,0
8.752209e+01,8.455125e+01,6.974423e+01,6.703683e+01,5.112754e+01,2.181891e+01,0
1.507692e+02,8.339824e+01,1.642381e+01,6.021369e+01,5.628023e+01,4.655053e+01,0
1.557005e+02,1.130335e+02,6.774738e+01,4.584472e+01,2.777628e+01,2.011345e+01,0
1.496216e+02,1.135482e+02,5.254941e+01,9.229267e+01,8.266577e+01,3.472846e+01,0
1.613418e+02,1.147564e+02,7.191412e+01,8.114480e+01,6.027849e+01,3.812604e+01,0
2.051845e+02,1.558251e+02,6.815701e+01,5.761120e+01,5.924869e+01,4.328162e+01,0
1.567458e+02,9.535490e+01,6.849161e+01,6.700482e+01,4.198777e+01,4.207479e+01,0
1.368967e+02,1.142936e+02,6.966199e+01,7.763191e+01,6.105405e+01,3.318799e+01,0
1.215847e+02,7.738271e+01,1.231409e+01,5.864404e+01,3.117403e+01,2.149571e+01,0
1.031331e+02,9.170224e+01,7.392780e+01,6.731205e+01,5.628511e+01,4.179774e+01,0
1.234763e+02,1.076735e+02,1.072403e+02,7.592345e+01,6.304951e+01,4.517123e+01,0
8.054996e+01,5.904904e+01,6.696765e+01,6.898372e+01,2.570337e+01,1.636800e+01,0
1.294443e+02,1.017573e+02,7.852560e+01,4.085154e+01,1.829553e+01,1.003052e+01,0
1.102765e+02,1.007664e+02,7.321686e+01,7.694958e+01,6.274762e+01,3.748518e+01,0
1.150115e+02,4.021793e+01,3.271706e+01,6.228003e+01,2.803673e+01,1.729637e+01,0
6.564056e+01,6.470645e+01,7.991304e+01,5.574082e+01,4.520625e+01,5.385181e+01,0
1.569226e+02,1.070274e+02,4.512297e+01,4.981362e+01,3.587183e+01,1.620944e+01,0
1.042081e+02,7.366014e+01,5.900449e+01,7.614795e+01,5.683155e+01,3.474611e+01,0
8.992186e+01,7.560477e+01,4.195511e+01,7.217461e+01,6.016789e+01,4.215312e+01,0
1.187250e+02,1.054085e+02,7.435109e+01,7.062902e+01,6.616152e+01,5.235631e+01,0
1.416730e+02,8.414027e+01,2.809610e+01,4.989681e+01,4.376146e+01,2.273923e+01,0
1.002982e+02,8.703262e+01,6.738503e+01,4.771056e+01,2.973463e+01,1.328435e+01,0
8.644998e+01,7.188020e+01,3.600099e+01,6.928918e+01,5.830982e+01,3.319516e+01,0
1.257637e+02,6.245093e+01,2.669728e+01,7.176097e+01,4.573253e+01,2.416828e+01,0
1.197813e+02,9.907382e+01,8.753236e+01,5.480028e+01,5.065293e+01,4.580962e+01,1
1.166361e+02,1.253980e+02,8.534674e+01,5.047746e+01,5.011915e+01,3.613911e+01,1
1.111022e+02,1.201784e+02,7.575021e+01,5.096009e+01,4.953163e+01,4.296910e+01,1
1.235464e+02,1.286864e+02,8.217703e+01,3.933946e+01,3.881876e+01,3.396384e+01,1
1.209810e+02,1.243213e+02,8.771742e+01,4.675823e+01,4.632602e+01,4.356580e+01,1
1.312072e+02,1.243415e+02,1.155084e+02,4.228935e+01,3.638333e+01,3.539381e+01,1
1.232475e+02,1.301887e+02,7.925542e+01,5.047805e+01,5.006052e+01,3.585773e+01,1
1.039122e+02,9.610716e+01,7.408145e+01,6.461658e+01,5.806349e+01,5.232571e+01,1
6.881903e+01,9.511710e+01,5.439674e+01,3.985385e+01,5.067284e+01,2.847308e+01,1
6.848299e+01,7.196552e+01,3.174225e+01,3.154440e+01,3.172731e+01,2.621487e+01,1
8.395967e+01,7.267332e+01,5.280376e+01,5.232877e+01,4.787669e+01,4.518597e+01,1
6.114696e+01,6.371191e+01,4.918465e+01,4.118143e+01,4.031121e+01,3.762944e+01,1
4.498967e+01,4.659055e+01,2.782523e+01,4.020290e+01,3.794463e+01,2.499074e+01,1
4.854427e+01,5.574803e+01,5.855162e+01,5.142289e+01,5.493272e+01,5.710695e+01,1
6.562207e+01,8.177916e+01,4.577812e+01,4.704880e+01,5.421119e+01,3.633649e+01,1
4.050607e+01,4.521133e+01,4.879353e+01,6.307912e+01,6.668385e+01,6.888961e+01,1
4.488901e+01,3.868619e+01,5.315848e+01,5.315038e+01,4.919050e+01,5.402211e+01,1
6.421291e+01,9.766975e+01,5.803032e+01,3.445253e+01,4.342100e+01,3.235731e+01,1
4.485072e+01,5.817094e+01,3.831441e+01,3.993244e+01,4.477967e+01,3.099810e+01,1
8.742122e+01,8.397639e+01,6.258990e+01,6.951324e+01,6.882264e+01,7.267633e+01,1
6.015057e+01,7.944495e+01,6.618442e+01,4.366334e+01,5.118924e+01,5.097811e+01,1
6.529143e+01,7.094626e+01,4.018819e+01,3.649506e+01,3.989530e+01,4.060284e+01,1
4.337067e+01,4.967957e+01,2.783919e+01,3.011297e+01,3.185591e+01,2.808221e+01,1
7.517758e+01,9.718408e+01,8.925998e+01,5.558743e+01,5.264602e+01,5.372302e+01,1
7.528987e+01,7.579549e+01,4.286151e+01,3.508538e+01,3.187030e+01,3.126748e+01,1
8.819864e+01,9.082877e+01,4.447720e+01,3.858140e+01,4.013362e+01,3.229489e+01,1
6.832106e+01,8.401878e+01,7.898201e+01,5.070982e+01,6.006769e+01,6.523305e+01,1
1.044553e+02,8.886229e+01,5.233978e+01,4.199764e+01,3.939647e+01,2.954223e+01,1
1.124071e+02,1.154178e+02,7.366780e+01,3.702343e+01,3.957527e+01,4.565621e+01,1
6.821335e+01,7.869362e+01,6.301186e+01,4.290229e+01,4.473041e+01,4.819531e+01,1
7.289600e+01,9.269102e+01,5.535728e+01,6.119431e+01,5.818581e+01,6.579404e+01,1
9.596768e+01,1.044368e+02,5.677020e+01,4.688172e+01,4.064926e+01,2.710790e+01,1
7.703381e+01,8.070412e+01,4.957173e+01,4.185568e+01,4.292532e+01,5.901180e+01,1
6.914536e+01,8.906630e+01,8.411816e+01,5.170411e+01,6.198207e+01,5.436635e+01,1
3.534113e+01,4.185843e+01,3.543457e+01,3.321997e+01,3.870070e+01,3.713398e+01,1
4.622325e+01,5.382498e+01,3.196533e+01,3.917390e+01,4.770545e+01,2.571237e+01,1
1.320074e+02,1.059711e+02,7.723970e+01,4.129128e+01,3.589186e+01,3.147179e+01,1
6.682350e+01,9.447169e+01,4.296477e+01,3.436997e+01,3.965007e+01,2.951898e+01,1
6.011395e+01,9.165154e+01,5.684770e+01,3.044614e+01,3.685492e+01,3.398596e+01,1
8.563974e+01,1.081158e+02,3.032321e+01,5.452953e+01,6.314514e+01,2.823230e+01,1
5.752948e+01,6.267291e+01,2.379832e+01,3.447223e+01,3.502222e+01,3.521313e+01,1
1.004153e+02,1.231227e+02,8.491545e+01,3.549357e+01,3.749172e+01,2.117738e+01,1
1.059942e+02,1.196073e+02,9.558586e+01,6.699213e+01,6.615585e+01,5.966094e+01,1
8.965123e+01,1.093291e+02,9.499893e+01,5.328959e+01,5.506526e+01,5.561745e+01,1
1.258382e+02,1.292391e+02,7.665094e+01,6.307936e+01,5.874934e+01,3.463865e+01,1
1.934753e+02,1.674843e+02,1.063524e+02,5.018155e+01,4.634105e+01,4.197801e+01,1
1.205975e+02,1.430038e+02,7.221089e+01,4.275060e+01,3.930119e+01,3.464023e+01,1
1.602408e+02,1.409435e+02,7.398154e+01,5.896226e+01,5.369761e+01,4.366294e+01,1
1.480681e+02,1.472548e+02,1.495913e+02,4.581154e+01,4.505990e+01,4.692777e+01,1
1.097094e+02,1.048630e+02,7.215172e+01,5.416225e+01,5.083165e+01,4.174337e+01,1
9.059940e+01,6.986491e+01,5.638548e+01,5.676214e+01,4.319492e+01,4.055836e+01,1
1.692374e+02,5.400902e+01,4.836752e+01,5.514936e+01,4.496263e+01,4.344493e+01,1
1.083666e+02,1.067848e+02,5.935515e+01,4.054843e+01,3.285281e+01,2.313115e+01,1
1.212645e+02,1.302478e+02,1.085240e+02,4.062368e+01,3.989997e+01,4.094610e+01,1
1.144279e+02,1.219471e+02,9.718478e+01,3.753792e+01,3.817819e+01,3.575618e+01,1
1.333113e+02,1.301250e+02,1.237122e+02,3.863883e+01,3.723187e+01,4.197487e+01,1
1.265083e+02,1.282720e+02,1.130069e+02,3.753111e+01,3.771717e+01,3.963931e+01,1
1.276796e+02,1.297656e+02,9.663316e+01,3.193332e+01,3.186621e+01,2.603838e+01,1
1.279490e+02,1.297307e+02,1.047744e+02,2.612705e+01,2.733446e+01,2.566842e+01,1
1.324741e+02,1.291791e+02,1.062857e+02,3.052540e+01,3.129122e+01,2.966772e+01,1
1.173637e+02,1.245797e+02,1.073025e+02,5.666213e+01,5.434962e+01,5.822448e+01,1
1.183056e+02,1.225813e+02,8.737694e+01,5.930310e+01,5.947939e+01,5.456638e+01,1
1.147338e+02,1.138370e+02,7.555304e+01,4.122944e+01,4.262357e+01,3.612930e+01,1
1.135810e+02,1.084025e+02,7.523810e+01,4.348504e+01,4.542227e+01,3.917427e+01,1
1.330352e+02,1.304394e+02,1.082879e+02,4.503029e+01,5.114680e+01,6.560513e+01,1
1.160299e+02,1.231916e+02,8.163211e+01,5.833629e+01,5.449919e+01,4.887122e+01,1
1.403136e+02,1.428480e+02,9.563509e+01,4.771690e+01,4.654278e+01,4.276423e+01,1
9.337566e+01,9.648189e+01,6.997594e+01,5.216710e+01,5.223841e+01,4.496960e+01,1
1.238007e+02,1.275490e+02,8.318710e+01,4.194625e+01,4.153837e+01,4.046531e+01,1
1.313359e+02,1.376425e+02,1.044003e+02,5.049111e+01,5.014451e+01,6.002297e+01,1
1.332480e+02,1.278866e+02,9.727303e+01,5.312363e+01,4.763075e+01,5.010405e+01,1
1.119760e+02,1.140321e+02,7.780330e+01,4.765103e+01,4.511045e+01,4.268330e+01,1
1.179839e+02,1.314608e+02,1.092458e+02,6.496467e+01,6.060385e+01,7.303552e+01,1
1.450612e+02,1.355595e+02,1.067816e+02,4.882816e+01,4.467119e+01,5.142237e+01,1
1.312249e+02,1.162944e+02,8.997057e+01,6.072569e+01,5.239389e+01,5.968843e+01,1
1.255429e+02,1.265005e+02,8.659160e+01,4.577797e+01,4.448465e+01,4.236193e+01,1
1.236154e+02,1.226447e+02,9.272308e+01,4.328813e+01,4.218195e+01,4.566658e+01,1
1.121874e+02,1.135930e+02,8.182571e+01,4.545811e+01,4.257277e+01,3.973514e+01,1
1.383009e+02,1.409963e+02,9.845029e+01,3.728185e+01,3.715180e+01,3.810481e+01,1
1.183601e+02,1.244866e+02,7.885533e+01,3.998108e+01,3.797131e+01,4.031383e+01,1
1.252572e+02,1.289374e+02,8.644565e+01,4.060850e+01,3.837414e+01,4.025103e+01,1
1.039673e+02,9.787459e+01,7.153618e+01,6.596362e+01,5.781180e+01,5.475789e+01,1
1.063744e+02,1.037194e+02,6.440334e+01,4.369074e+01,3.768747e+01,3.056830e+01,1
1.161168e+02,1.170963e+02,7.346361e+01,5.159465e+01,5.084188e+01,4.279317e+01,1
1.395624e+02,1.368538e+02,9.240379e+01,3.380715e+01,3.303572e+01,2.861869e+01,1
1.001417e+02,1.120681e+02,9.663943e+01,6.981839e+01,7.218158e+01,8.843173e+01,1
8.635927e+01,9.370131e+01,7.826372e+01,5.838981e+01,5.877946e+01,6.798103e+01,1
1.151516e+02,1.208578e+02,7.538463e+01,5.176640e+01,5.220557e+01,5.130053e+01,1
8.221524e+01,8.540219e+01,4.778130e+01,4.634427e+01,4.832954e+01,4.138550e+01,1
